t_s,sim_time_s,state,z_m,x_m,y_m,target_x_m,target_y_m,roll_deg,pitch_deg,yaw_deg,upper_rad_s,lower_rad_s,horizontal_error_m,touchdown_vz_m_s,abort_reason,disturbance_active,buoyancy_n,slamming_force_n
0.0,7.63,STABILIZE,0.783872,0.00421892,-0.00268222,-5.0,-5.0,-0.0272,-0.0234,31.1993,-135.815,135.815,7.07216,0.0,,False,3.86578e-05,0.0
0.051,7.681,STABILIZE,0.791367,0.00429786,-0.00264965,-5.0,-5.0,0.0958,0.0376,30.6549,-135.802,135.802,7.07223,0.0,,False,2.0435e-05,0.0
0.102,7.732,STABILIZE,0.796569,0.00441211,-0.00264695,-5.0,-5.0,0.1654,0.0706,30.3933,-136.247,136.247,7.07232,0.0,,False,1.08022e-05,0.0
0.153,7.783,STABILIZE,0.799638,0.00458741,-0.00269171,-5.0,-5.0,0.1379,0.0554,30.4151,-136.957,136.957,7.07241,0.0,,False,5.71017e-06,0.0
0.205,7.835,STABILIZE,0.800836,0.00481564,-0.00277779,-5.0,-5.0,0.0865,0.0313,30.7749,-137.817,137.817,7.07251,0.0,,False,2.98097e-06,0.0
0.256,7.886,STABILIZE,0.800425,0.00506813,-0.00288673,-5.0,-5.0,0.0485,0.0157,31.122,-138.7,138.7,7.07261,0.0,,False,1.57578e-06,0.0
0.307,7.937,STABILIZE,0.798768,0.00533582,-0.00300974,-5.0,-5.0,0.0249,0.0066,31.2001,-139.559,139.559,7.07272,0.0,,False,8.32976e-07,0.0
0.358,7.988,STABILIZE,0.796177,0.00561069,-0.00314039,-5.0,-5.0,0.0084,-0.0011,31.1866,-140.354,140.354,7.07282,0.0,,False,4.40321e-07,0.0
0.411,8.041,STABILIZE,0.79281,0.00589713,-0.00327917,-5.0,-5.0,-0.0043,-0.007,31.1743,-141.081,141.081,7.07292,0.0,,False,2.27012e-07,0.0
0.462,8.092,STABILIZE,0.789191,0.00616827,-0.00341273,-5.0,-5.0,-0.0137,-0.012,31.1721,-141.674,141.674,7.07302,0.0,,False,1.20002e-07,0.0
0.513,8.143,STABILIZE,0.785426,0.00643154,-0.00354401,-5.0,-5.0,-0.0208,-0.016,31.1722,-142.158,142.158,7.07311,0.0,,False,6.34343e-08,0.0
0.564,8.194,STABILIZE,0.781703,0.00668404,-0.00367095,-5.0,-5.0,-0.0259,-0.0186,31.1723,-142.533,142.533,7.0732,0.0,,False,3.35321e-08,0.0
0.616,8.246,APPROACH,0.778099,0.00692814,-0.00378472,-5.0,-5.0,0.2075,-0.1827,31.1503,-142.811,142.811,7.07329,0.0,,False,1.75053e-08,0.0
0.667,8.297,APPROACH,0.774866,0.00714893,-0.0040142,-5.0,-5.0,1.623,-1.0557,30.9092,-142.997,142.997,7.07329,0.0,,False,9.25352e-09,0.0
0.718,8.348,APPROACH,0.771995,0.00734264,-0.00511628,-5.0,-5.0,2.6446,-2.656,30.3061,-143.142,143.142,7.07265,0.0,,False,4.89153e-09,0.0
0.77,8.4,APPROACH,0.769463,0.00709628,-0.00793408,-5.0,-5.0,2.9423,-5.0068,29.3111,-143.286,143.286,7.07048,0.0,,False,2.5536e-09,0.0
0.821,8.451,APPROACH,0.767343,0.005523,-0.0129818,-5.0,-5.0,3.1348,-7.8577,27.9728,-143.498,143.498,7.06581,0.0,,False,1.34986e-09,0.0
0.872,8.502,APPROACH,0.765509,0.00147283,-0.0209415,-5.0,-5.0,3.4217,-9.6288,26.3632,-143.806,143.806,7.05732,0.0,,False,7.13555e-10,0.0
0.923,8.553,APPROACH,0.763937,-0.00579935,-0.0322206,-5.0,-5.0,3.7485,-9.8214,24.5287,-144.055,144.055,7.04421,0.0,,False,3.77194e-10,0.0
0.975,8.605,APPROACH,0.762669,-0.0166407,-0.0472054,-5.0,-5.0,4.0909,-9.2354,22.4004,-144.114,144.114,7.02596,0.0,,False,1.96913e-10,0.0
1.026,8.656,APPROACH,0.761811,-0.0304423,-0.0652326,-5.0,-5.0,4.4563,-8.905,20.0577,-144.039,144.039,7.00346,0.0,,False,1.0409e-10,0.0
1.077,8.707,APPROACH,0.761317,-0.0473084,-0.0865253,-5.0,-5.0,4.8443,-8.7192,17.5814,-143.915,143.915,6.97649,0.0,,False,5.50235e-11,0.0
1.129,8.759,APPROACH,0.761139,-0.0676604,-0.111596,-5.0,-5.0,5.2409,-8.5251,15.0205,-143.772,143.772,6.94438,0.0,,False,2.87248e-11,0.0
1.18,8.81,APPROACH,0.761227,-0.0907194,-0.139479,-5.0,-5.0,5.6131,-8.3065,12.5321,-143.629,143.629,6.90838,0.0,,False,1.51843e-11,0.0
1.231,8.861,APPROACH,0.761518,-0.116844,-0.170627,-5.0,-5.0,5.9642,-8.0728,10.0965,-143.491,143.491,6.8679,0.0,,False,8.02659e-12,0.0
1.282,8.912,APPROACH,0.76196,-0.146026,-0.205037,-5.0,-5.0,6.2962,-7.8327,7.7248,-143.363,143.363,6.82296,0.0,,False,4.24295e-12,0.0
1.334,8.964,APPROACH,0.762515,-0.178915,-0.243473,-5.0,-5.0,6.6162,-7.581,5.3709,-143.248,143.248,6.77255,0.0,,False,2.21502e-12,0.0
1.385,9.015,APPROACH,0.76312,-0.214236,-0.284442,-5.0,-5.0,6.9168,-7.3263,3.1167,-143.153,143.153,6.71863,0.0,,False,1.17088e-12,0.0
1.436,9.066,APPROACH,0.763747,-0.252595,-0.328649,-5.0,-5.0,7.201,-7.0644,0.9037,-143.076,143.076,6.66028,0.0,,False,6.18944e-13,0.0
1.487,9.117,APPROACH,0.764369,-0.293978,-0.376089,-5.0,-5.0,7.4692,-6.7953,-1.2814,-143.016,143.016,6.59751,0.0,,False,3.27181e-13,0.0
1.539,9.169,APPROACH,0.764972,-0.339285,-0.427773,-5.0,-5.0,7.7294,-6.5132,-3.4925,-142.971,142.971,6.52898,0.0,,False,1.70804e-13,0.0
1.59,9.22,APPROACH,0.765515,-0.386772,-0.481691,-5.0,-5.0,7.9702,-6.2301,-5.653,-142.942,142.942,6.45732,0.0,,False,9.02889e-14,0.0
1.641,9.271,APPROACH,0.765998,-0.437275,-0.538793,-5.0,-5.0,8.0859,-6.0855,-7.8323,-142.926,142.926,6.38129,0.0,,False,4.77278e-14,0.0
1.693,9.323,APPROACH,0.766426,-0.491952,-0.600212,-5.0,-5.0,8.0475,-6.1325,-10.0834,-142.92,142.92,6.29926,0.0,,False,2.49161e-14,0.0
1.744,9.374,APPROACH,0.766774,-0.548852,-0.66344,-5.0,-5.0,8.1075,-6.055,-12.274,-142.922,142.922,6.21438,0.0,,False,1.3171e-14,0.0
1.795,9.425,APPROACH,0.767056,-0.609081,-0.729522,-5.0,-5.0,8.2883,-5.812,-14.4405,-142.931,142.931,6.12512,0.0,,False,6.96234e-15,0.0
1.846,9.476,APPROACH,0.76728,-0.672656,-0.79843,-5.0,-5.0,8.4888,-5.5278,-16.6036,-142.944,142.944,6.03151,0.0,,False,3.68038e-15,0.0
1.898,9.528,APPROACH,0.767456,-0.740939,-0.8716,-5.0,-5.0,8.5606,-5.1737,-18.8049,-142.956,142.956,5.93155,0.0,,False,1.92132e-15,0.0
1.949,9.579,APPROACH,0.767589,-0.81127,-0.946173,-5.0,-5.0,7.7807,-4.3441,-20.9004,-142.904,142.904,5.82915,0.0,,False,1.01564e-15,0.0
2.0,9.63,APPROACH,0.767741,-0.884553,-1.02321,-5.0,-5.0,6.4891,-3.3349,-22.9926,-142.729,142.729,5.72292,0.0,,False,5.36878e-16,0.0
