t_s,sim_time_s,state,z_m,x_m,y_m,target_x_m,target_y_m,roll_deg,pitch_deg,yaw_deg,upper_rad_s,lower_rad_s,horizontal_error_m,touchdown_vz_m_s,abort_reason,disturbance_active,buoyancy_n,slamming_force_n
0.0,7.639,STABILIZE,0.791576,0.00431289,-0.00247931,-5.0,-5.0,-0.0217,-0.0256,30.2088,-135.424,135.424,7.07237,0.0,,False,1.76872e-05,0.0
0.051,7.69,STABILIZE,0.798153,0.00436912,-0.00245793,-5.0,-5.0,0.0931,0.0425,29.9341,-135.907,135.907,7.07242,0.0,,False,9.34967e-06,0.0
0.103,7.742,STABILIZE,0.802418,0.00446164,-0.00246322,-5.0,-5.0,0.1664,0.0845,29.8463,-136.677,136.677,7.07248,0.0,,False,4.88096e-06,0.0
0.154,7.793,STABILIZE,0.80447,0.00461805,-0.00251204,-5.0,-5.0,0.1414,0.0694,30.0433,-137.576,137.576,7.07256,0.0,,False,2.58013e-06,0.0
0.205,7.844,STABILIZE,0.804722,0.00482853,-0.00259782,-5.0,-5.0,0.0915,0.043,30.1867,-138.526,138.526,7.07265,0.0,,False,1.36389e-06,0.0
0.257,7.896,STABILIZE,0.803464,0.00507813,-0.00271001,-5.0,-5.0,0.0517,0.0234,30.2082,-139.483,139.483,7.07274,0.0,,False,7.12013e-07,0.0
0.308,7.947,STABILIZE,0.801077,0.00534184,-0.00283355,-5.0,-5.0,0.0268,0.0108,30.1997,-140.368,140.368,7.07284,0.0,,False,3.76379e-07,0.0
0.359,7.998,STABILIZE,0.797857,0.00561427,-0.0029646,-5.0,-5.0,0.0102,0.002,30.195,-141.168,141.168,7.07294,0.0,,False,1.98959e-07,0.0
0.411,8.05,STABILIZE,0.794008,0.00589468,-0.00310177,-5.0,-5.0,-0.0024,-0.0049,30.1945,-141.881,141.881,7.07305,0.0,,False,1.03865e-07,0.0
0.462,8.101,STABILIZE,0.78993,0.00616723,-0.00323632,-5.0,-5.0,-0.0118,-0.0102,30.1948,-142.471,142.471,7.07314,0.0,,False,5.49046e-08,0.0
0.514,8.153,STABILIZE,0.785681,0.0064381,-0.00337125,-5.0,-5.0,-0.0189,-0.0141,30.1949,-142.96,142.96,7.07324,0.0,,False,2.86627e-08,0.0
0.565,8.204,APPROACH,0.781604,0.00669359,-0.00349922,-5.0,-5.0,-0.019,-0.0212,30.1945,-143.333,143.333,7.07333,0.0,,False,1.51515e-08,0.0
0.616,8.255,APPROACH,0.777753,0.00693467,-0.00361574,-5.0,-5.0,0.7396,-0.4787,30.1056,-143.606,143.606,7.07342,0.0,,False,8.00924e-09,0.0
0.668,8.307,APPROACH,0.77416,0.00716691,-0.00415225,-5.0,-5.0,2.3242,-1.707,29.6942,-143.815,143.815,7.0732,0.0,,False,4.18119e-09,0.0
