t_s,sim_time_s,state,z_m,x_m,y_m,target_x_m,target_y_m,roll_deg,pitch_deg,yaw_deg,upper_rad_s,lower_rad_s,horizontal_error_m,touchdown_vz_m_s,abort_reason,disturbance_active,buoyancy_n,slamming_force_n
0.0,7.799,STABILIZE,0.782637,0.00428295,-0.00264061,-5.0,-5.0,-0.0289,-0.0259,31.0377,-135.343,135.343,7.07223,0.0,,False,4.53967e-05,0.0
0.052,7.851,STABILIZE,0.791082,0.00436019,-0.00260953,-5.0,-5.0,0.0936,0.0371,30.534,-135.302,135.302,7.07231,0.0,,False,2.36991e-05,0.0
0.103,7.902,STABILIZE,0.796839,0.00447022,-0.00260817,-5.0,-5.0,0.1631,0.0718,30.3001,-135.776,135.776,7.07239,0.0,,False,1.25277e-05,0.0
0.154,7.953,STABILIZE,0.80026,0.00464081,-0.00265298,-5.0,-5.0,0.1358,0.0571,30.3497,-136.548,136.549,7.07248,0.0,,False,6.62227e-06,0.0
0.206,8.005,STABILIZE,0.801625,0.00486405,-0.00273779,-5.0,-5.0,0.0848,0.0327,30.7199,-137.486,137.486,7.07257,0.0,,False,3.45713e-06,0.0
0.258,8.057,STABILIZE,0.801187,0.00511669,-0.00284672,-5.0,-5.0,0.0466,0.0169,30.9954,-138.474,138.475,7.07268,0.0,,False,1.80478e-06,0.0
0.309,8.108,STABILIZE,0.799361,0.00537983,-0.00296687,-5.0,-5.0,0.0231,0.0073,31.0382,-139.423,139.424,7.07278,0.0,,False,9.54029e-07,0.0
0.36,8.159,STABILIZE,0.796495,0.00565001,-0.00309384,-5.0,-5.0,0.0075,-0.0001,31.0229,-140.302,140.302,7.07288,0.0,,False,5.04311e-07,0.0
0.411,8.21,STABILIZE,0.792905,0.00592112,-0.00322313,-5.0,-5.0,-0.003,-0.006,31.0139,-141.083,141.083,7.07298,0.0,,False,2.66585e-07,0.0
0.463,8.262,STABILIZE,0.788796,0.00619363,-0.00335523,-5.0,-5.0,-0.0109,-0.0106,31.0128,-141.764,141.764,7.07308,0.0,,False,1.3917e-07,0.0
0.514,8.313,STABILIZE,0.784577,0.00645417,-0.00348327,-5.0,-5.0,-0.0174,-0.0138,31.0134,-142.314,142.314,7.07317,0.0,,False,7.35668e-08,0.0
0.565,8.364,STABILIZE,0.780378,0.00670552,-0.00360772,-5.0,-5.0,-0.0219,-0.0161,31.0136,-142.747,142.748,7.07326,0.0,,False,3.88883e-08,0.0
0.617,8.416,APPROACH,0.776287,0.00695068,-0.00372486,-5.0,-5.0,0.0688,-0.0898,31.0057,-143.074,143.074,7.07335,0.0,,False,2.03015e-08,0.0
0.668,8.467,APPROACH,0.772591,0.00717305,-0.00388215,-5.0,-5.0,1.2819,-0.7964,30.832,-143.294,143.294,7.0734,0.0,,False,1.07316e-08,0.0
0.719,8.518,APPROACH,0.769286,0.00738874,-0.00472222,-5.0,-5.0,2.5322,-2.233,30.31,-143.457,143.457,7.07296,0.0,,False,5.67286e-09,0.0
0.77,8.569,APPROACH,0.766406,0.00731717,-0.0070716,-5.0,-5.0,2.9299,-4.3723,29.419,-143.601,143.601,7.07125,0.0,,False,2.99874e-09,0.0
0.822,8.621,APPROACH,0.763893,0.00613112,-0.011667,-5.0,-5.0,3.1162,-7.2298,28.1351,-143.793,143.793,7.06716,0.0,,False,1.56548e-09,0.0
0.873,8.672,APPROACH,0.761777,0.00271969,-0.0189886,-5.0,-5.0,3.3847,-9.3552,26.5788,-144.087,144.087,7.05958,0.0,,False,8.27533e-10,0.0
0.924,8.723,APPROACH,0.759959,-0.00381519,-0.0295873,-5.0,-5.0,3.7087,-9.8855,24.7946,-144.361,144.361,7.04747,0.0,,False,4.37444e-10,0.0
0.976,8.775,APPROACH,0.758461,-0.0139407,-0.0439065,-5.0,-5.0,4.0466,-9.334,22.7325,-144.457,144.457,7.0302,0.0,,False,2.28366e-10,0.0
1.027,8.826,APPROACH,0.757408,-0.0270884,-0.0613154,-5.0,-5.0,4.4034,-8.946,20.4375,-144.394,144.394,7.0086,0.0,,False,1.20717e-10,0.0
1.078,8.877,APPROACH,0.756759,-0.0433196,-0.0820103,-5.0,-5.0,4.786,-8.7452,17.9804,-144.267,144.267,6.9825,0.0,,False,6.38125e-11,0.0
