t_s,sim_time_s,state,z_m,x_m,y_m,target_x_m,target_y_m,roll_deg,pitch_deg,yaw_deg,upper_rad_s,lower_rad_s,horizontal_error_m,touchdown_vz_m_s,abort_reason,disturbance_active,buoyancy_n,slamming_force_n
0.0,7.771,STABILIZE,0.783915,0.0039343,-0.00256652,-5.0,-5.0,-0.0186,-0.0243,31.0816,-135.794,135.794,7.07204,0.0,,False,3.85995e-05,0.0
0.051,7.822,STABILIZE,0.791405,0.00402499,-0.0025313,-5.0,-5.0,0.098,0.0308,30.5683,-135.787,135.787,7.07213,0.0,,False,2.04042e-05,0.0
0.102,7.873,STABILIZE,0.796596,0.004149,-0.00252817,-5.0,-5.0,0.161,0.0596,30.3242,-136.234,136.234,7.07222,0.0,,False,1.07859e-05,0.0
0.153,7.924,STABILIZE,0.79965,0.00432908,-0.00257319,-5.0,-5.0,0.1343,0.0458,30.3652,-136.95,136.95,7.07231,0.0,,False,5.70156e-06,0.0
0.205,7.976,STABILIZE,0.800831,0.00455782,-0.00266028,-5.0,-5.0,0.0845,0.0253,30.7351,-137.814,137.814,7.07241,0.0,,False,2.97647e-06,0.0
0.257,8.028,STABILIZE,0.80038,0.00481333,-0.00277316,-5.0,-5.0,0.0463,0.013,31.0407,-138.717,138.717,7.07251,0.0,,False,1.55386e-06,0.0
0.308,8.079,STABILIZE,0.798684,0.00507788,-0.00289791,-5.0,-5.0,0.0225,0.006,31.0948,-139.576,139.576,7.07261,0.0,,False,8.21387e-07,0.0
0.359,8.13,STABILIZE,0.79606,0.00534894,-0.00302952,-5.0,-5.0,0.0071,-0.0011,31.0799,-140.37,140.37,7.07271,0.0,,False,4.34195e-07,0.0
0.411,8.182,STABILIZE,0.792735,0.00562581,-0.00316615,-5.0,-5.0,-0.0038,-0.0073,31.0696,-141.084,141.084,7.07281,0.0,,False,2.2667e-07,0.0
0.462,8.233,STABILIZE,0.789101,0.00589286,-0.00330042,-5.0,-5.0,-0.0133,-0.0113,31.068,-141.679,141.679,7.0729,0.0,,False,1.1982e-07,0.0
0.513,8.284,STABILIZE,0.785324,0.00615242,-0.0034324,-5.0,-5.0,-0.0202,-0.0142,31.0684,-142.162,142.162,7.07299,0.0,,False,6.33386e-08,0.0
0.564,8.335,STABILIZE,0.781589,0.00640203,-0.00355981,-5.0,-5.0,-0.0239,-0.0164,31.0686,-142.538,142.538,7.07308,0.0,,False,3.34815e-08,0.0
0.616,8.387,APPROACH,0.777977,0.0066445,-0.00367389,-5.0,-5.0,0.2247,-0.1907,31.0448,-142.816,142.816,7.07317,0.0,,False,1.74789e-08,0.0
0.667,8.438,APPROACH,0.774738,0.00686453,-0.00391207,-5.0,-5.0,1.656,-1.0787,30.7969,-143.002,143.002,7.07316,0.0,,False,9.23956e-09,0.0
0.718,8.489,APPROACH,0.771864,0.00705454,-0.00504118,-5.0,-5.0,2.6707,-2.6943,30.1866,-143.147,143.147,7.0725,0.0,,False,4.88414e-09,0.0
0.77,8.541,APPROACH,0.769328,0.00679146,-0.00790508,-5.0,-5.0,2.9669,-5.0627,29.1844,-143.292,143.292,7.07029,0.0,,False,2.54975e-09,0.0
0.821,8.592,APPROACH,0.767206,0.00517929,-0.0130177,-5.0,-5.0,3.1628,-7.9107,27.8386,-143.507,143.507,7.06554,0.0,,False,1.34783e-09,0.0
0.872,8.643,APPROACH,0.765368,0.00106772,-0.0210589,-5.0,-5.0,3.4506,-9.6392,26.2231,-143.816,143.816,7.05695,0.0,,False,7.12478e-10,0.0
0.923,8.694,APPROACH,0.763795,-0.00627217,-0.0324257,-5.0,-5.0,3.7797,-9.7906,24.385,-144.06,144.06,7.04373,0.0,,False,3.76625e-10,0.0
0.975,8.746,APPROACH,0.762531,-0.0171724,-0.0474987,-5.0,-5.0,4.1211,-9.213,22.2525,-144.114,144.114,7.02537,0.0,,False,1.96615e-10,0.0
1.026,8.797,APPROACH,0.761677,-0.0310254,-0.0656131,-5.0,-5.0,4.4818,-8.894,19.9086,-144.038,144.038,7.00278,0.0,,False,1.03933e-10,0.0
1.077,8.848,APPROACH,0.761187,-0.0479427,-0.086994,-5.0,-5.0,4.8643,-8.71,17.4335,-143.914,143.914,6.97571,0.0,,False,5.49404e-11,0.0
1.129,8.9,APPROACH,0.761013,-0.0683487,-0.112153,-5.0,-5.0,5.2567,-8.5144,14.874,-143.771,143.771,6.9435,0.0,,False,2.86814e-11,0.0
1.18,8.951,APPROACH,0.761105,-0.0914626,-0.140122,-5.0,-5.0,5.6306,-8.2951,12.3872,-143.627,143.627,6.9074,0.0,,False,1.51614e-11,0.0
1.231,9.002,APPROACH,0.7614,-0.117644,-0.171354,-5.0,-5.0,5.9853,-8.061,9.953,-143.488,143.488,6.86682,0.0,,False,8.01448e-12,0.0
1.282,9.053,APPROACH,0.761845,-0.146883,-0.205848,-5.0,-5.0,6.3218,-7.8179,7.5814,-143.361,143.361,6.82178,0.0,,False,4.23655e-12,0.0
1.334,9.105,APPROACH,0.762403,-0.179829,-0.244372,-5.0,-5.0,6.6434,-7.5644,5.2262,-143.247,143.247,6.77127,0.0,,False,2.21167e-12,0.0
1.385,9.156,APPROACH,0.76301,-0.215207,-0.285432,-5.0,-5.0,6.9422,-7.3086,2.969,-143.152,143.152,6.71725,0.0,,False,1.16912e-12,0.0
1.436,9.207,APPROACH,0.763638,-0.253622,-0.329732,-5.0,-5.0,7.2251,-7.0456,0.7518,-143.075,143.075,6.65879,0.0,,False,6.1801e-13,0.0
1.488,9.259,APPROACH,0.764273,-0.295904,-0.378231,-5.0,-5.0,7.498,-6.7706,-1.4791,-143.014,143.014,6.59464,0.0,,False,3.2263e-13,0.0
1.539,9.31,APPROACH,0.764865,-0.340426,-0.429049,-5.0,-5.0,7.7498,-6.4929,-3.6482,-142.97,142.97,6.52727,0.0,,False,1.70546e-13,0.0
1.59,9.361,APPROACH,0.765407,-0.387969,-0.483065,-5.0,-5.0,7.9885,-6.2104,-5.8084,-142.941,142.941,6.4555,0.0,,False,9.01527e-14,0.0
1.641,9.412,APPROACH,0.765891,-0.43853,-0.540265,-5.0,-5.0,8.098,-6.0736,-7.9885,-142.925,142.925,6.37936,0.0,,False,4.76558e-14,0.0
1.693,9.464,APPROACH,0.766318,-0.493271,-0.601779,-5.0,-5.0,8.0568,-6.122,-10.2405,-142.919,142.919,6.29722,0.0,,False,2.48785e-14,0.0
1.744,9.515,APPROACH,0.766666,-0.550237,-0.665097,-5.0,-5.0,8.1202,-6.0406,-12.4303,-142.921,142.921,6.21223,0.0,,False,1.31511e-14,0.0
